BSSID,RSSI
3C:51:0E:09:3E:E6,-86.28571428571429
3C:51:0E:13:FD:86,-64.38461538461539
6C:31:0E:BA:0A:A6,-56.46153846153846
6C:31:0E:BA:11:86,-85.1
6C:31:0E:E1:0F:66,-72.53846153846153
6C:31:0E:F3:55:E6,-57.69230769230769
