time,SSID,RSSI,BSSID
10:39:57,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:39:57,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:39:57,'AAU', '-73', '3C:51:0E:13:FD:86'
10:40:03,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:40:03,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:03,'AAU', '-77', '3C:51:0E:13:FD:86'
10:40:10,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:10,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:10,'AAU', '-75', '3C:51:0E:13:FD:86'
10:40:17,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:17,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:40:17,'AAU', '-77', '3C:51:0E:13:FD:86'
10:40:24,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:24,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:24,'AAU', '-74', '3C:51:0E:13:FD:86'
10:40:31,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:31,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:31,'AAU', '-76', '3C:51:0E:13:FD:86'
10:40:37,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:37,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:37,'AAU', '-72', '3C:51:0E:13:FD:86'
10:40:44,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:40:44,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:44,'AAU', '-71', '3C:51:0E:13:FD:86'
10:40:51,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:40:51,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:40:51,'AAU', '-77', '3C:51:0E:13:FD:86'
10:40:58,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:40:58,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:40:58,'AAU', '-74', '3C:51:0E:13:FD:86'
10:41:05,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:41:05,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:41:05,'AAU', '-74', '3C:51:0E:13:FD:86'
10:41:12,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:12,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:41:12,'AAU', '-73', '3C:51:0E:13:FD:86'
10:41:19,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:19,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:41:19,'AAU', '-73', '3C:51:0E:13:FD:86'
10:41:26,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:26,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:41:26,'AAU', '-74', '3C:51:0E:13:FD:86'
10:41:32,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:32,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:41:32,'AAU', '-73', '3C:51:0E:13:FD:86'
10:41:39,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:39,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:41:39,'AAU', '-74', '3C:51:0E:13:FD:86'
10:41:46,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:41:46,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:41:46,'AAU', '-72', '3C:51:0E:13:FD:86'
10:41:53,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:41:53,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:41:53,'AAU', '-73', '3C:51:0E:13:FD:86'
10:42:00,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:42:00,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:42:00,'AAU', '-75', '3C:51:0E:13:FD:86'
10:42:06,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:42:06,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:42:06,'AAU', '-75', '3C:51:0E:13:FD:86'
10:42:13,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:42:13,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:42:13,'AAU', '-74', '3C:51:0E:13:FD:86'
10:42:20,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:42:20,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:42:20,'AAU', '-74', '3C:51:0E:13:FD:86'
10:42:27,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:42:27,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:42:27,'AAU', '-76', '3C:51:0E:13:FD:86'
10:42:34,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:42:34,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:42:34,'AAU', '-74', '3C:51:0E:13:FD:86'
10:42:41,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:42:41,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:42:41,'AAU', '-73', '3C:51:0E:13:FD:86'
10:42:48,'AAU', '-52', '6C:31:0E:F3:55:E6'
10:42:48,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:42:48,'AAU', '-73', '3C:51:0E:13:FD:86'
10:42:55,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:42:55,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:42:55,'AAU', '-73', '3C:51:0E:13:FD:86'
10:43:02,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:43:02,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:02,'AAU', '-74', '3C:51:0E:13:FD:86'
10:43:09,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:09,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:09,'AAU', '-74', '3C:51:0E:13:FD:86'
10:43:16,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:16,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:16,'AAU', '-74', '3C:51:0E:13:FD:86'
10:43:22,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:43:22,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:22,'AAU', '-73', '3C:51:0E:13:FD:86'
10:43:29,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:29,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:29,'AAU', '-74', '3C:51:0E:13:FD:86'
10:43:36,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:36,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:36,'AAU', '-76', '3C:51:0E:13:FD:86'
10:43:43,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:43,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:43,'AAU', '-74', '3C:51:0E:13:FD:86'
10:43:50,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:50,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:50,'AAU', '-75', '3C:51:0E:13:FD:86'
10:43:57,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:43:57,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:43:57,'AAU', '-74', '3C:51:0E:13:FD:86'
10:44:04,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:44:04,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:44:04,'AAU', '-75', '3C:51:0E:13:FD:86'
10:44:11,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:44:11,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:44:11,'AAU', '-74', '3C:51:0E:13:FD:86'
10:44:18,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:44:18,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:44:18,'AAU', '-75', '3C:51:0E:13:FD:86'
10:44:25,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:44:25,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:44:25,'AAU', '-74', '3C:51:0E:13:FD:86'
