time,SSID,RSSI,BSSID
10:51:38,'AAU', '-52', '6C:31:0E:F3:55:E6'
10:51:38,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:51:38,'AAU', '-73', '3C:51:0E:13:FD:86'
10:51:38,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:51:44,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:51:44,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:51:44,'AAU', '-71', '3C:51:0E:13:FD:86'
10:51:51,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:51:51,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:51:51,'AAU', '-71', '3C:51:0E:13:FD:86'
10:51:51,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:51:58,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:51:58,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:51:58,'AAU', '-71', '3C:51:0E:13:FD:86'
10:52:05,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:05,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:52:05,'AAU', '-71', '3C:51:0E:13:FD:86'
10:52:12,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:52:12,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:52:12,'AAU', '-71', '3C:51:0E:13:FD:86'
10:52:19,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:19,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:52:19,'AAU', '-71', '3C:51:0E:13:FD:86'
10:52:26,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:26,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:52:26,'AAU', '-70', '3C:51:0E:13:FD:86'
10:52:33,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:52:33,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:52:33,'AAU', '-70', '3C:51:0E:13:FD:86'
10:52:33,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:52:40,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:40,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:52:40,'AAU', '-70', '3C:51:0E:13:FD:86'
10:52:40,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:52:46,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:46,'AAU', '-70', '3C:51:0E:13:FD:86'
10:52:46,'AAU', '-82', '6C:31:0E:E1:0F:66'
10:52:53,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:52:53,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:52:53,'AAU', '-70', '3C:51:0E:13:FD:86'
10:52:53,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:53:00,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:00,'AAU', '-69', '3C:51:0E:13:FD:86'
10:53:00,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:53:00,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:53:07,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:07,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:07,'AAU', '-69', '3C:51:0E:13:FD:86'
10:53:07,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:53:14,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:14,'AAU', '-69', '3C:51:0E:13:FD:86'
10:53:14,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:53:14,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:53:21,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:21,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:21,'AAU', '-70', '3C:51:0E:13:FD:86'
10:53:27,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:53:27,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:27,'AAU', '-70', '3C:51:0E:13:FD:86'
10:53:34,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:34,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:34,'AAU', '-72', '3C:51:0E:13:FD:86'
10:53:41,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:53:41,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:41,'AAU', '-71', '3C:51:0E:13:FD:86'
10:53:48,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:53:48,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:53:48,'AAU', '-70', '3C:51:0E:13:FD:86'
10:53:48,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:53:54,'AAU', '-51', '6C:31:0E:F3:55:E6'
10:53:54,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:53:54,'AAU', '-70', '3C:51:0E:13:FD:86'
10:53:54,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:54:01,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:01,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:54:01,'AAU', '-69', '3C:51:0E:13:FD:86'
10:54:01,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:54:08,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:08,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:54:08,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:08,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:54:15,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:15,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:54:15,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:22,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:22,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:54:22,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:29,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:29,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:54:29,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:35,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:35,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:54:35,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:42,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:42,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:54:42,'AAU', '-70', '3C:51:0E:13:FD:86'
10:54:49,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:49,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:54:49,'AAU', '-71', '3C:51:0E:13:FD:86'
10:54:49,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:54:56,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:54:56,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:54:56,'AAU', '-70', '3C:51:0E:13:FD:86'
10:54:56,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:55:03,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:03,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:55:03,'AAU', '-70', '3C:51:0E:13:FD:86'
10:55:10,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:10,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:55:10,'AAU', '-70', '3C:51:0E:13:FD:86'
10:55:10,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:55:17,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:17,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:55:17,'AAU', '-71', '3C:51:0E:13:FD:86'
10:55:17,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:55:24,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:24,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:55:24,'AAU', '-72', '3C:51:0E:13:FD:86'
10:55:24,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:55:31,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:31,'AAU', '-68', '6C:31:0E:BA:0A:A6'
10:55:31,'AAU', '-72', '3C:51:0E:13:FD:86'
10:55:38,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:38,'AAU', '-69', '3C:51:0E:13:FD:86'
10:55:38,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:55:44,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:44,'AAU', '-69', '6C:31:0E:BA:0A:A6'
10:55:44,'AAU', '-70', '3C:51:0E:13:FD:86'
10:55:51,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:51,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:55:51,'AAU', '-71', '3C:51:0E:13:FD:86'
10:55:58,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:55:58,'AAU', '-72', '3C:51:0E:13:FD:86'
10:55:58,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:56:05,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:05,'AAU', '-72', '3C:51:0E:13:FD:86'
10:56:05,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:56:12,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:12,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:56:12,'AAU', '-72', '3C:51:0E:13:FD:86'
10:56:18,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:18,'AAU', '-71', '3C:51:0E:13:FD:86'
10:56:18,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:56:25,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:25,'AAU', '-71', '3C:51:0E:13:FD:86'
10:56:25,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:56:32,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:56:32,'AAU', '-71', '3C:51:0E:13:FD:86'
10:56:32,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:56:39,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:39,'AAU', '-71', '3C:51:0E:13:FD:86'
10:56:39,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:56:39,'AAU', '-86', '3C:51:0E:2E:05:E6'
10:56:46,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:46,'AAU', '-70', '3C:51:0E:13:FD:86'
10:56:46,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:56:53,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:56:53,'AAU', '-70', '3C:51:0E:13:FD:86'
10:56:53,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:57:00,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:00,'AAU', '-71', '3C:51:0E:13:FD:86'
10:57:00,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:57:07,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:07,'AAU', '-70', '6C:31:0E:BA:0A:A6'
10:57:07,'AAU', '-72', '3C:51:0E:13:FD:86'
10:57:14,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:14,'AAU', '-71', '3C:51:0E:13:FD:86'
10:57:14,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:57:14,'AAU', '-88', '3C:51:0E:2E:05:E6'
10:57:21,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:21,'AAU', '-71', '3C:51:0E:13:FD:86'
10:57:21,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:57:27,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:27,'AAU', '-71', '3C:51:0E:13:FD:86'
10:57:27,'AAU', '-72', '6C:31:0E:BA:0A:A6'
10:57:34,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:34,'AAU', '-72', '3C:51:0E:13:FD:86'
10:57:34,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:57:41,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:41,'AAU', '-72', '3C:51:0E:13:FD:86'
10:57:41,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:57:48,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:48,'AAU', '-71', '3C:51:0E:13:FD:86'
10:57:48,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:57:55,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:57:55,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:57:55,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:02,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:02,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:02,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:58:09,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:09,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:09,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:58:16,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:16,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:16,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:58:23,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:23,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:23,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:58:29,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:29,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:29,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:58:36,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:36,'AAU', '-71', '3C:51:0E:13:FD:86'
10:58:36,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:58:43,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:58:43,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:43,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:58:50,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:58:50,'AAU', '-72', '3C:51:0E:13:FD:86'
10:58:50,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:58:50,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:58:57,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:58:57,'AAU', '-71', '3C:51:0E:13:FD:86'
10:58:57,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:58:57,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:59:04,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:59:04,'AAU', '-71', '3C:51:0E:13:FD:86'
10:59:04,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:59:04,'AAU', '-86', '6C:31:0E:E1:0F:66'
10:59:11,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:59:11,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:59:11,'AAU', '-74', '3C:51:0E:13:FD:86'
10:59:11,'AAU', '-83', '6C:31:0E:E1:0F:66'
10:59:18,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:59:18,'AAU', '-72', '3C:51:0E:13:FD:86'
10:59:18,'AAU', '-75', '6C:31:0E:BA:0A:A6'
10:59:18,'AAU', '-84', '6C:31:0E:E1:0F:66'
10:59:25,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:59:25,'AAU', '-71', '3C:51:0E:13:FD:86'
10:59:25,'AAU', '-74', '6C:31:0E:BA:0A:A6'
10:59:25,'AAU', '-85', '6C:31:0E:E1:0F:66'
10:59:32,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:59:32,'AAU', '-71', '6C:31:0E:BA:0A:A6'
10:59:32,'AAU', '-72', '3C:51:0E:13:FD:86'
10:59:39,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:59:39,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:59:39,'AAU', '-74', '3C:51:0E:13:FD:86'
10:59:46,'AAU', '-50', '6C:31:0E:F3:55:E6'
10:59:46,'AAU', '-72', '3C:51:0E:13:FD:86'
10:59:46,'AAU', '-73', '6C:31:0E:BA:0A:A6'
10:59:53,'AAU', '-49', '6C:31:0E:F3:55:E6'
10:59:53,'AAU', '-72', '3C:51:0E:13:FD:86'
10:59:53,'AAU', '-75', '6C:31:0E:BA:0A:A6'
11:00:00,'AAU', '-49', '6C:31:0E:F3:55:E6'
11:00:00,'AAU', '-71', '3C:51:0E:13:FD:86'
11:00:00,'AAU', '-74', '6C:31:0E:BA:0A:A6'
11:00:06,'AAU', '-49', '6C:31:0E:F3:55:E6'
11:00:06,'AAU', '-71', '3C:51:0E:13:FD:86'
11:00:06,'AAU', '-76', '6C:31:0E:BA:0A:A6'
11:00:13,'AAU', '-49', '6C:31:0E:F3:55:E6'
11:00:13,'AAU', '-71', '3C:51:0E:13:FD:86'
