time,SSID,RSSI,BSSID
10:38:58,'AAU', '-56', '6C:31:0E:F3:55:E6'
10:38:58,'AAU', '-57', '6C:31:0E:BA:0A:A6'
10:38:58,'AAU', '-66', '3C:51:0E:13:FD:86'
10:38:58,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:05,'AAU', '-56', '6C:31:0E:BA:0A:A6'
10:39:05,'AAU', '-60', '6C:31:0E:F3:55:E6'
10:39:05,'AAU', '-66', '3C:51:0E:13:FD:86'
10:39:05,'AAU', '-71', '6C:31:0E:E1:0F:66'
10:39:05,'AAU', '-83', '6C:31:0E:BA:11:86'
10:39:12,'AAU', '-56', '6C:31:0E:BA:0A:A6'
10:39:12,'AAU', '-58', '6C:31:0E:F3:55:E6'
10:39:12,'AAU', '-64', '3C:51:0E:13:FD:86'
10:39:12,'AAU', '-71', '6C:31:0E:E1:0F:66'
10:39:18,'AAU', '-57', '6C:31:0E:BA:0A:A6'
10:39:18,'AAU', '-58', '6C:31:0E:F3:55:E6'
10:39:18,'AAU', '-65', '3C:51:0E:13:FD:86'
10:39:18,'AAU', '-69', '6C:31:0E:E1:0F:66'
10:39:25,'AAU', '-54', '6C:31:0E:BA:0A:A6'
10:39:25,'AAU', '-59', '6C:31:0E:F3:55:E6'
10:39:25,'AAU', '-65', '3C:51:0E:13:FD:86'
10:39:25,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:32,'AAU', '-56', '6C:31:0E:BA:0A:A6'
10:39:32,'AAU', '-60', '6C:31:0E:F3:55:E6'
10:39:32,'AAU', '-64', '3C:51:0E:13:FD:86'
10:39:32,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:39,'AAU', '-55', '6C:31:0E:BA:0A:A6'
10:39:39,'AAU', '-59', '6C:31:0E:F3:55:E6'
10:39:39,'AAU', '-64', '3C:51:0E:13:FD:86'
10:39:39,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:39,'AAU', '-84', '6C:31:0E:BA:11:86'
10:39:46,'AAU', '-55', '6C:31:0E:BA:0A:A6'
10:39:46,'AAU', '-61', '6C:31:0E:F3:55:E6'
10:39:46,'AAU', '-64', '3C:51:0E:13:FD:86'
10:39:46,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:46,'AAU', '-84', '6C:31:0E:BA:11:86'
10:39:53,'AAU', '-55', '6C:31:0E:BA:0A:A6'
10:39:53,'AAU', '-61', '6C:31:0E:F3:55:E6'
10:39:53,'AAU', '-64', '3C:51:0E:13:FD:86'
10:39:53,'AAU', '-70', '6C:31:0E:E1:0F:66'
10:39:53,'AAU', '-83', '6C:31:0E:BA:11:86'
10:40:00,'AAU', '-55', '6C:31:0E:BA:0A:A6'
10:40:00,'AAU', '-61', '6C:31:0E:F3:55:E6'
10:40:00,'AAU', '-64', '3C:51:0E:13:FD:86'
10:40:00,'AAU', '-71', '6C:31:0E:E1:0F:66'
10:40:00,'AAU', '-84', '6C:31:0E:BA:11:86'
10:40:06,'AAU', '-55', '6C:31:0E:BA:0A:A6'
10:40:06,'AAU', '-60', '6C:31:0E:F3:55:E6'
