time,SSID,RSSI,BSSID
12:14:39,'AAU', '-50', '6C:31:0E:F3:55:E6'
12:14:39,'AAU', '-67', '6C:31:0E:BA:0A:A6'
12:14:39,'AAU', '-72', '3C:51:0E:13:FD:86'
12:14:46,'AAU', '-42', '6C:31:0E:F3:55:E6'
12:14:46,'AAU', '-60', '6C:31:0E:BA:0A:A6'
12:14:46,'AAU', '-70', '3C:51:0E:13:FD:86'
12:14:46,'AAU', '-78', '6C:31:0E:E1:0F:66'
12:14:53,'AAU', '-42', '6C:31:0E:F3:55:E6'
12:14:53,'AAU', '-62', '6C:31:0E:BA:0A:A6'
12:14:53,'AAU', '-69', '3C:51:0E:13:FD:86'
12:14:53,'AAU', '-80', '6C:31:0E:E1:0F:66'
12:15:00,'AAU', '-41', '6C:31:0E:F3:55:E6'
12:15:00,'AAU', '-67', '6C:31:0E:BA:0A:A6'
12:15:00,'AAU', '-69', '3C:51:0E:13:FD:86'
12:15:00,'AAU', '-79', '6C:31:0E:E1:0F:66'
12:15:06,'AAU', '-45', '6C:31:0E:F3:55:E6'
12:15:06,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:06,'AAU', '-69', '3C:51:0E:13:FD:86'
12:15:06,'AAU', '-74', '6C:31:0E:E1:0F:66'
12:15:13,'AAU', '-46', '6C:31:0E:F3:55:E6'
12:15:13,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:13,'AAU', '-68', '3C:51:0E:13:FD:86'
12:15:13,'AAU', '-75', '6C:31:0E:E1:0F:66'
12:15:20,'AAU', '-45', '6C:31:0E:F3:55:E6'
12:15:20,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:20,'AAU', '-68', '3C:51:0E:13:FD:86'
12:15:20,'AAU', '-75', '6C:31:0E:E1:0F:66'
12:15:27,'AAU', '-44', '6C:31:0E:F3:55:E6'
12:15:27,'AAU', '-66', '6C:31:0E:BA:0A:A6'
12:15:27,'AAU', '-72', '3C:51:0E:13:FD:86'
12:15:27,'AAU', '-75', '6C:31:0E:E1:0F:66'
12:15:34,'AAU', '-46', '6C:31:0E:F3:55:E6'
12:15:34,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:34,'AAU', '-69', '3C:51:0E:13:FD:86'
12:15:34,'AAU', '-75', '6C:31:0E:E1:0F:66'
12:15:41,'AAU', '-46', '6C:31:0E:F3:55:E6'
12:15:41,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:41,'AAU', '-68', '3C:51:0E:13:FD:86'
12:15:41,'AAU', '-76', '6C:31:0E:E1:0F:66'
12:15:48,'AAU', '-46', '6C:31:0E:F3:55:E6'
12:15:48,'AAU', '-65', '6C:31:0E:BA:0A:A6'
12:15:48,'AAU', '-69', '3C:51:0E:13:FD:86'
12:15:48,'AAU', '-75', '6C:31:0E:E1:0F:66'
12:15:55,'AAU', '-44', '6C:31:0E:F3:55:E6'
12:15:55,'AAU', '-64', '6C:31:0E:BA:0A:A6'
12:15:55,'AAU', '-71', '3C:51:0E:13:FD:86'
12:15:55,'AAU', '-80', '6C:31:0E:E1:0F:66'
12:16:02,'AAU', '-44', '6C:31:0E:F3:55:E6'
12:16:02,'AAU', '-68', '6C:31:0E:BA:0A:A6'
12:16:02,'AAU', '-70', '3C:51:0E:13:FD:86'
12:16:02,'AAU', '-82', '6C:31:0E:E1:0F:66'
