13:16:14,'dlink', '-36', '90:94:E4:84:2E:5E'
13:16:14,'AAU', '-60', '6C:31:0E:F3:55:E6'
13:16:14,'AAU', '-75', '3C:51:0E:13:FD:86'
13:16:14,'AAU', '-77', '6C:31:0E:BA:0A:A6'
