time,SSID,RSSI,BSSID
13:12:51,'AAU', '-56', '6C:31:0E:F3:55:E6'
13:12:51,'AAU', '-73', '6C:31:0E:BA:0A:A6'
13:12:51,'AAU', '-77', '3C:51:0E:13:FD:86'
